conf,matched_queries,title,citation_count,abstract,categories,concepts,code_url,pdf_url,authors,doi
IJCV2025,,OCCO: LVM-Guided Infrared and Visible Image Fusion Framework Based on Object-Aware and Contextual Contrastive Learning.,-1,,,,,,"Hui Li,Congcong Bian,Zeyang Zhang,Xiaoning Song,Xi Li,Xiaojun Wu",
IJCV2025,,Editor's Note: Special Issue on DAGM GCPR 2023.,-1,,,,,,,
IJCV2025,,Correction: Parameter Efficient Fine-Tuning for Multi-modal Generative Vision Models with Möbius-Inspired Transformation.,-1,,,,,,"Haoran Duan,Shuai Shao,Bing Zhai,Tejal Shah,Jungong Han,Rajiv Ranjan",
IJCV2025,,Correction: Investigating Self-Supervised Methods for Label-Efficient Learning.,-1,,,,,,"Srinivasa Rao Nandam,Sara Atito,Zhenhua Feng,Josef Kittler,Muhammad Awais",
IJCV2025,,Vision Generalist Model: A Survey.,-1,,,,,,"Ziyi Wang,Yongming Rao,Shuofeng Sun,Xinrun Liu,Yi Wei,Xumin Yu,Zuyan Liu,Yanbo Wang,Hongmin Liu,Jie Zhou,Jiwen Lu",
IJCV2025,,From Forest to Zoo: Great Ape Behavior Recognition with ChimpBehave.,-1,,,,,,"Michael Fuchs,Emilie Genty,Adrian Bangerter,Klaus Zuberbühler,Jean-Marc Odobez,Paul Cotofrei",
IJCV2025,,Exploiting Lightweight Hierarchical ViT and Dynamic Framework for Efficient Visual Tracking.,-1,,,,,,"Ben Kang,Xin Chen,Jie Zhao,Chunjuan Bo,Dong Wang,Huchuan Lu",
IJCV2025,,Implementation and Validation of Distributed Bundle Adjustment for Super Large Scale Datasets.,-1,,,,,,"Maoteng Zheng,Nengcheng Chen,Junfeng Zhu,Xiaoru Zeng,Huanbin Qiu,Yuyao Jiang,Xingyue Lu,Hao Qu",
IJCV2025,,An Empirical Study on Training Paradigms for Deep Supervised Hashing.,-1,,,,,,"Yang Shen,Peng Wang,Xiu-Shen Wei,Yazhou Yao",
IJCV2025,,Robust Object Detection with Domain-Invariant Training and Continual Test-Time Adaptation.,-1,,,,,,"Qi Fan,Mattia Segù,Bernt Schiele,Dengxin Dai,Yu-Wing Tai,Chi-Keung Tang",
IJCV2025,,TokenPacker: Efficient Visual Projector for Multimodal LLM.,-1,,,,,,"Wentong Li,Yuqian Yuan,Jian Liu,Dongqi Tang,Song Wang,Jie Qin,Jianke Zhu,Lei Zhang",
IJCV2025,,Generic Scene Graph Generation Model with Hierarchical Prompt Learning.,-1,,,,,,"Xuhan Zhu,Yifei Xing,Ruiping Wang,Yaowei Wang,Xiangyuan Lan",
IJCV2025,,A Comprehensive Review of Few-Shot Action Recognition.,-1,,,,,,"Yuyang Wanyan,Xiaoshan Yang,Weiming Dong,Changsheng Xu",
IJCV2025,,A Likelihood Ratio-Based Approach to Segmenting Unknown Objects.,-1,,,,,,"Nazir Nayal,Youssef Shoeb,Fatma Güney",
IJCV2025,,Learning Extensible Series-Parallel Lookup Tables for Efficient Image Super-Resolution.,-1,,,,,,"Jingyi Zhang,Ziwei Wang,Cheng Ma,Jie Zhou,Jiwen Lu",
IJCV2025,,Semantic Masking with Curriculum Learning for Robust HDR Image Reconstruction.,-1,,,,,,"Zhangkai Ni,Yang Zhang,Kerui Ren,Wenhan Yang,Hanli Wang,Sam Kwong",
IJCV2025,,Guiding Audio-Visual Question Answering with Collective Question Reasoning.,-1,,,,,,"Baoqi Pei,Yifei Huang,Guo Chen,Jilan Xu,Yali Wang,Limin Wang,Tong Lu,Yu Qiao,Fei Wu",
IJCV2025,,CAT-TPT: Class-Agnostic Text-based Test-time Prompt Tuning for Vision-Language Models.,-1,,,,,,"Youjia Zhang,Huiling Liu,Youngeun Kim,Sungeun Hong",
IJCV2025,,Reblurring-Guided Single Image Defocus Deblurring: A Learning Framework with Misaligned Training Pairs.,-1,,,,,,"Dongwei Ren,Xinya Shu,Yu Li,Xiaohe Wu,Jin Li,Wangmeng Zuo",
IJCV2025,,Multi-Scale Texture Fusion for Reference-Based Image Super-Resolution: New Dataset and Solution.,-1,,,,,,"Hongyang Zhou,Xiaobin Zhu,Jingyan Qin,Yu Xu,Roberto M. Cesar Jr.,Xu-Cheng Yin",
IJCV2025,,RealDTT: Towards A Comprehensive Real-World Dataset for Tampered Text Detection.,-1,,,,,,"Junxian Duan,Hao Sun,Fan Ji,Kai Zhou,Zhiyong Wang,Huaibo Huang,Lianwen Jin",
IJCV2025,,DomainStudio: Fine-Tuning Diffusion Models for Domain-Driven Image Generation Using Limited Data.,-1,,,,,,"Jingyuan Zhu,Huimin Ma,Jiansheng Chen,Jian Yuan",
IJCV2025,,DreamArtist: Controllable One-Shot Text-to-Image Generation via Positive-Negative Adapter.,-1,,,,,,"Ziyi Dong,Pengxu Wei,Liang Lin",
IJCV2025,,Zero-Shot Paragraph-level Handwriting Imitation with Latent Diffusion Models.,-1,,,,,,"Martin Mayr,Marcel Dreier,Florian Kordon,Mathias Seuret,Jochen Zöllner,Fei Wu,Andreas Maier,Vincent Christlein",
IJCV2025,,Bayes-CAL: Robust Cross-Modal Alignment by Bayesian Approach for Few-Shot OoD Generalization.,-1,,,,,,"Lin Zhu,Weihan Yin,Fan Wu,Qinying Gu,Xinbing Wang,Chenghu Zhou,Nanyang Ye",
IJCV2025,,A Causal Intervention Method for Domain Generalization with a Self-Supervised Auxiliary Task.,-1,,,,,,"Qinkang Gong,Yan Pan,Hanjiang Lai,Jian Yin",
IJCV2025,,Insect-Foundation: A Foundation Model and Large Multimodal Dataset for Vision-Language Insect Understanding.,-1,,,,,,"Thanh-Dat Truong,Hoang-Quan Nguyen,Xuan-Bac Nguyen,Ashley Dowling,Xin Li,Khoa Luu",
IJCV2025,,Masked Image Modeling: A Survey.,-1,,,,,,"Vlad Hondru,Florinel-Alin Croitoru,Shervin Minaee,Radu Tudor Ionescu,Nicu Sebe",
IJCV2025,,Mamba Capsule Routing Towards Part-Whole Relational Camouflaged Object Detection.,-1,,,,,,"Dingwen Zhang,Liangbo Cheng,Yi Liu,Xinggang Wang,Junwei Han",
IJCV2025,,CEDFlow++: Latent Contour Enhancement for Dark Optical Flow Estimation.,-1,,,,,,"Fengyuan Zuo,Haiyan Jin,Zhaolin Xiao,Haonan Su,Meng Zhang",
IJCV2025,,Active Stereo in the Wild through Virtual Pattern Projection.,-1,,,,,,"Luca Bartolomei,Matteo Poggi,Fabio Tosi,Andrea Conti,Stefano Mattoccia",
IJCV2025,,Six-Point Method for Multi-Camera Systems with Reduced Solution Space.,-1,,,,,,"Banglei Guan,Ji Zhao,Saibal Mitra,Laurent Kneip",
IJCV2025,,Towards Balanced Representation Learning with Semantic Anchor Regularization.,-1,,,,,,"Chengjie Wang,Qiang Nie,Ying Chen,Jialin Li,Yong Liu,Xi Jiang,Yanqi Ge,Yunsheng Wu,Feng Zheng,Lizhuang Ma",
IJCV2025,,Learning Latent Part-Whole Hierarchies for Point Clouds.,-1,,,,,,"Xiang Gao,Wei Hu,Renjie Liao",
IJCV2025,,High-Rate Monocular Depth Estimation via Cross Frame-Rate Collaboration of Frames and Events.,-1,,,,,,"Xu Liu,Xiaopeng Fan,Jianing Li,Dianze Li,Wei Zhang,Zhengyu Ma,Yonghong Tian",
IJCV2025,,FineBio: A Fine-Grained Video Dataset of Biological Experiments with Hierarchical Annotation.,-1,,,,,,"Takuma Yagi,Misaki Ohashi,Yifei Huang,Ryosuke Furuta,Shungo Adachi,Toutai Mitsuyama,Yoichi Sato",
IJCV2025,,A Comprehensive Survey of Data Augmentation in Visual Reinforcement Learning.,-1,,,,,,"Guozheng Ma,Zhen Wang,Zhecheng Yuan,Xueqian Wang,Bo Yuan,Dacheng Tao",
IJCV2025,,On Efficient Variants of Segment Anything Model: A Survey.,-1,,,,,,"Xiaorui Sun,Jun Liu,Hengtao Shen,Xiaofeng Zhu,Ping Hu",
IJCV2025,,FovEx: Human-Inspired Explanations for Vision Transformers and Convolutional Neural Networks.,-1,,,,,,"Mahadev Prasad Panda,Matteo Tiezzi,Martina G. Vilas,Gemma Roig,Bjoern M. Eskofier,Dario Zanca",
IJCV2025,,Segment Anything in Context with Vision Foundation Models.,-1,,,,,,"Yang Liu,Muzhi Zhu,Hao Chen,Xinlong Wang,Bo Feng,Hao Wang,Shiyu Li,Raviteja Vemulapalli,Chunhua Shen",
IJCV2025,,"RINDNet++: Edge Detection for Discontinuity in Reflectance, Illumination, Normal, and Depth.",-1,,,,,,"Mengyang Pu,Yaping Huang,Qingji Guan,Zhihao Liu,Haibin Ling",
IJCV2025,,Correction: Local Concept Embeddings for Analysis of Concept Distributions in Vision DNN Feature Spaces.,-1,,,,,,"Georgii Mikriukov,Gesina Schwalbe,Korinna Bade",
IJCV2025,,Correction: A Generalized Contour Vibration Model for Building Extraction.,-1,,,,,,"Chunyan Xu,Shuaizhen Yao,Ziqiang Xu,Zhen Cui,Jian Yang",
IJCV2025,,Correction: BaboonLand Dataset: Tracking Primates in the Wild and Automating Behaviour Recognition from Drone Videos.,-1,,,,,,"Isla Duporge,Maksim Kholiavchenko,Roi Harel,Scott Wolf,Daniel I. Rubenstein,Margaret C. Crofoot,Tanya Y. Berger-Wolf,Stephen J. Lee,Julie Barreau,Jenna Kline,Michelle Ramirez,Charles V. Stewart",
IJCV2025,,Hyperspectral and Multispectral Image Fusion with Arbitrary Resolution Through Self-Supervised Representations.,-1,,,,,,"Ting Wang,Zipei Yan,Jizhou Li,Xile Zhao,Chao Wang,Michael Ng",
IJCV2025,,Enhancing HDR Imaging with Joint Denoising and Deblurring.,-1,,,,,,"Qiang Wen,Zhefan Rao,Chenyang Lei,Wenxiu Sun,Qiong Yan,Jing Li,Fei Lei,Qifeng Chen",
IJCV2025,,DM-PCL: Text-Driven Dual-Modal Prototype Consistency Learning for Weakly-Supervised Few-Shot Part Segmentation.,-1,,,,,,"Mengya Han,Yong Luo,Han Hu,Zengmao Wang,Lefei Zhang,Bo Du,Ling-Yu Duan,Dacheng Tao",
IJCV2025,,Learning Refractive-Diffractive Optics with Unidirectional Transformer for Large Field-of-View Imaging.,-1,,,,,,"Xiangtian Ma,Lizhi Wang,Xin Wang,Weitao Song,Qilin Sun,Lin Zhu,Hua Huang",
IJCV2025,,Beyond Image Prior: Embedding Noise Prior into Latent Space of Conditional Denoising Transformer.,-1,,,,,,"Yuanfei Huang,Hua Huang",
IJCV2025,,Feature Hallucination for Self-supervised Action Recognition.,-1,,,,,,"Lei Wang,Piotr Koniusz",
IJCV2025,,Positive-Augmented Contrastive Learning for Vision-and-Language Evaluation and Training.,-1,,,,,,"Sara Sarto,Nicholas Moratelli,Marcella Cornia,Lorenzo Baraldi,Rita Cucchiara",
IJCV2025,,Analysing Satellite Imagery Classification under Spatial Domain Shift across Geographic Regions.,-1,,,,,,"Sara A. Al-Emadi,Yin Yang,Ferda Ofli",
IJCV2025,,Sample-Aware RandAugment: Search-Free Automatic Data Augmentation for Effective Image Recognition.,-1,,,,,,"Anqi Xiao,Weichen Yu,Hongyuan Yu",
IJCV2025,,LvBench: A Benchmark for Long-form Video Understanding with Versatile Multi-modal Question Answering.,-1,,,,,,"Hongjie Zhang,Lu Dong,Yi Liu,Yifei Huang,Yali Wang,Limin Wang,Yu Qiao",
IJCV2025,,Clothing Purification with Causality Meets Vision-Language Pretraining Models.,-1,,,,,,"Zhengwei Yang,Huilin Zhu,Nan Lei,Basura Fernando,Zheng Wang",
conf,matched_queries,title,citation_count,abstract,categories,concepts,code_url,pdf_url,authors,doi
NATURE2025,,Glasses-free 3D display with ultrawide viewing range using deep learning.,-1,,,,,,"Weijie Ma,Zhangrui Zhao,Canyu Zhao,Wanli Ouyang,Han-Sen Zhong",
NATURE2025,,Fair human-centric image dataset for ethical AI benchmarking.,-1,,,,,,"Alice Xiang,Jerone T. A. Andrews,Rebecca Bourke,William Thong,Julienne LaChance,Tiffany Georgievski,Apostolos Modas,Aida Rahmattalabbi,Yunhao Ba,Shruti Nagpal,Orestis Papakyriakopoulos,Dora Zhao,Jinru Xue,Victoria Matthews,Linxia Gong,Austin Hoag,Mircea Cimpoi,Swami Sankaranarayanan,Wiebke Hutiri,Morgan Klaus Scheuerman,Albert S. Abedi,Peter Stone,Peter R. Wurman,Hiroaki Kitano,Michael Spranger",
NATURE2025,,Discovering state-of-the-art reinforcement learning algorithms.,-1,,,,,,"Junhyuk Oh,Gregory Farquhar,Iurii Kemaev,Dan A. Calian,Matteo Hessel,Luisa M. Zintgraf,Satinder Singh,Hado van Hasselt,David Silver",
IJCV2025,,Nonlocal Retinex-Based Variational Model and its Deep Unfolding Twin for Low-Light Image Enhancement.,-1,,,,,,"Daniel Torres,Joan Duran,Julia Navarro,Catalina Sbert",
IJCV2025,,Layered Semi-Second-Order Information Bottleneck and Auxiliary Domain Classification for Person Re-Identification.,-1,,,,,,"Anguo Zhang,Junyi Wu,Yueming Gao,Min Gao,Zhen Chen,Yongduan Song,Sio Hang Pun",
IJCV2025,,Are you Struggling? Dataset and Baselines for Struggle Determination in Assembly Videos.,-1,,,,,,"Shijia Feng,Michael Wray,Brian Sullivan,Youngkyoon Jang,Casimir J. H. Ludwig,Iain D. Gilchrist,Walterio W. Mayol-Cuevas",
IJCV2025,,Discriminatively Matched Part Tokens for Pointly Supervised Instance Segmentation.,-1,,,,,,"Zonghao Guo,Fang Wan,Mingxiang Liao,Yidan Zhang,Qixiang Ye",
IJCV2025,,Learning Compositionality from Multifaceted Synthetic Data for Language-based Object Detection.,-1,,,,,,"Kwanyong Park,Sojung An,Yong Jae Lee,Donghyun Kim",
IJCV2025,,Control Color: Multimodal Diffusion-Based Interactive Image Colorization.,-1,,,,,,"Zhexin Liang,Zhaochen Li,Shangchen Zhou,Chongyi Li,Chen Change Loy",
IJCV2025,,Monotonic and Invertible Network: A General Framework for Learning IQA Model from Mixed Datasets.,-1,,,,,,"Baoliang Chen,Kang Xiao,Xuelin Shen,Shiqi Wang",
IJCV2025,,ReCLIP++: Learn to Rectify the Bias of CLIP for Unsupervised Semantic Segmentation.,-1,,,,,,"Jingyun Wang,Guoliang Kang",
IJCV2025,,Multi-Prototype Hyperbolic Learning Guided by Class Hierarchy.,-1,,,,,,"Paul Berg,Léo Buecher,Björn Michele,Minh-Tan Pham,Laetitia Chapel,Nicolas Courty",
IJCV2025,,Mitigating Knowledge Discrepancies among Multiple Datasets for Task-agnostic Unified Face Alignment.,-1,,,,,,"Jiahao Xia,Min Xu,Wenjian Huang,Jianguo Zhang,Haimin Zhang,Chunxia Xiao",
IJCV2025,,VLPrompt-PSG: Vision-Language Prompting for Panoptic Scene Graph Generation.,-1,,,,,,"Zijian Zhou,Holger Caesar,Qijun Chen,Miaojing Shi",
IJCV2025,,OA-DET3D: Embedding Object Awareness As A General Plug-in for Multi-Camera 3D Object Detection.,-1,,,,,,"Xiaomeng Chu,Jiajun Deng,Jianmin Ji,Yu Zhang,Houqiang Li,Yanyong Zhang",
IJCV2025,,What Do Visual Models Look At? Dilated Attention for Targeted Transferable Attacks.,-1,,,,,,"Zhipeng Wei,Jingjing Chen,Yu-Gang Jiang",
IJCV2025,,Compressing Vision Transformer from the View of Model Property in Frequency Domain.,-1,,,,,,"Zhenyu Wang,Xuemei Xie,Hao Luo,Tao Huang,Weisheng Dong,Kai Xiong,Yongxu Liu,Xuyang Li,Fan Wang,Guangming Shi",
IJCV2025,,Diffusion Models for Image Restoration and Enhancement: A Comprehensive Survey.,-1,,,,,,"Xin Li,Yulin Ren,Xin Jin,Cuiling Lan,Xingrui Wang,Wenjun Zeng,Xinchao Wang,Zhibo Chen",
IJCV2025,,Depth from Coupled Optical Differentiation.,-1,,,,,,"Junjie Luo,Yuxuan Liu,Emma Alexander,Qi Guo",
IJCV2025,,Flexible Camera Calibration using a Collimator System.,-1,,,,,,"Shunkun Liang,Banglei Guan,Zhenbao Yu,Dongcai Tan,Pengju Sun,Zibin Liu,Qifeng Yu,Yang Shang",
IJCV2025,,Visual Instruction Tuning towards General-Purpose Multimodal Large Language Model: A Survey.,-1,,,,,,"Jiaxing Huang,Jingyi Zhang,Kai Jiang,Han Qiu,Xiaoqin Zhang,Ling Shao,Shijian Lu,Dacheng Tao",
IJCV2025,,SMPL-IKS: A Mixed Analytical-Neural Inverse Kinematics Solver for 3D Human Mesh Recovery.,-1,,,,,,"Zijian Zhang,Muqing Wu,Honghao Qi,Tianyi Ma,Min Zhao",
IJCV2025,,Underwater Camera: Improving Visual Perception Via Adaptive Dark Pixel Prior and Color Correction.,-1,,,,,,"Jingchun Zhou,Qian Liu,Qiuping Jiang,Wenqi Ren,Kin-Man Lam,Weishi Zhang",
IJCV2025,,Bilevel Fast Scene Adaptation for Low-Light Image Enhancement.,-1,,,,,,"Long Ma,Dian Jin,Nan An,Jinyuan Liu,Xin Fan,Zhongxuan Luo,Risheng Liu",
IJCV2025,,Deep Unpaired Blind Image Super-Resolution Using Self-supervised Learning and Exemplar Distillation.,-1,,,,,,"Jiangxin Dong,Haoran Bai,Jinhui Tang,Jinshan Pan",
IJCV2025,,Collective Migration-Inspired Large-Deformation Compensation for Nonrigid Image Registration.,-1,,,,,,"Dingkun Liu,Danni Ai,Hong Song,Jingfan Fan,Tianyu Fu,Deqiang Xiao,Yuanyuan Wang,Yongtian Wang,Jian Yang",
IJCV2025,,DI-Retinex: Digital-Imaging Retinex Model for Low-Light Image Enhancement.,-1,,,,,,"Shangquan Sun,Wenqi Ren,Jingyang Peng,Fenglong Song,Xiaochun Cao",
IJCV2025,,Predictive Display for Teleoperation Based on Vector Fields Using Lidar-Camera Fusion.,-1,,,,,,"Gaurav Sharma,Jeff Calder,Rajesh Rajamani",
IJCV2025,,GenderBias-VL: Benchmarking Gender Bias in Vision Language Models via Counterfactual Probing.,-1,,,,,,"Yisong Xiao,Xianglong Liu,QianJia Cheng,Zhenfei Yin,Siyuan Liang,Jiapeng Li,Jing Shao,Aishan Liu,Dacheng Tao",
IJCV2025,,Ego-Exo4D: Understanding Skilled Human Activity from First- and Third-Person Perspectives.,-1,,,,,,"Kristen Grauman,Andrew Westbury,Lorenzo Torresani,Kris Kitani,Jitendra Malik,Triantafyllos Afouras,Kumar Ashutosh,Vijay Baiyya,Siddhant Bansal,Bikram Boote,Eugene Byrne,Zachary Chavis,Joya Chen,Feng Cheng,Fu-Jen Chu,Sean Crane,Avijit Dasgupta,Jing Dong,María Escobar,Cristhian Forigua,Abrham Gebreselasie,Sanjay Haresh,Jing Huang,Md Mohaiminul Islam,Suyog Dutt Jain,Rawal Khirodkar,Devansh Kukreja,Kevin J. Liang,Jia-Wei Liu,Sagnik Majumder,Yongsen Mao,Miguel Martin,Effrosyni Mavroudi,Tushar Nagarajan,Francesco Ragusa,Santhosh Kumar Ramakrishnan,Luigi Seminara,Arjun Somayazulu,Yale Song,Shan Su,Zihui Xue,Edward Zhang,Jinxu Zhang,Angela Castillo,Changan Chen,Xinzhu Fu,Ryosuke Furuta,Cristina González,Prince Gupta,Jiabo Hu,Yifei Huang,Yiming Huang,Weslie Khoo,Anush Kumar,Robert Kuo,Sach Lakhavani,Miao Liu,Mi Luo,Zhengyi Luo,Brighid Meredith,Austin Miller,Oluwatumininu Oguntola,Xiaqing Pan,Penny Peng,Shraman Pramanick,Merey Ramazanova,Fiona Ryan,Wei Shan,Kiran K. Somasundaram,Chenan Song,Audrey Southerland,Masatoshi Tateno,Huiyu Wang,Yuchen Wang,Takuma Yagi,Mingfei Yan,Xitong Yang,Zecheng Yu,Shengxin Cindy Zha,Chen Zhao,Ziwei Zhao,Zhifan Zhu,Jeff Zhuo,Pablo Arbeláez,Gedas Bertasius,David Crandall,Dima Damen,Jakob Julian Engel,Giovanni Maria Farinella,Antonino Furnari,Bernard Ghanem,Judy Hoffman,C. V. Jawahar,Richard A. Newcombe,Hyun Soo Park,James M. Rehg,Yoichi Sato,Manolis Savva,Jianbo Shi,Mike Zheng Shout,Michael Wray",
IJCV2025,,Improving Object Detection Models via LLM-Based Training Data Synthesis.,-1,,,,,,"Shi-Ran Ge,Jie Cao,Ran He",
IJCV2025,,EdgeSAM: Prompt-In-the-Loop Distillation for SAM.,-1,,,,,,"Chong Zhou,Xiangtai Li,Chen Change Loy,Bo Dai",
IJCV2025,,Modality Confusion Learning: A Versatile Framework for Visible-Infrared Re-identification.,-1,,,,,,"Yiyuan Zhang,Sanyuan Zhao,Mang Ye,Ruigang Yang,Jianbing Shen",
IJCV2025,,Curvature Learning for Generalization of Hyperbolic Neural Networks.,-1,,,,,,"Xiaomeng Fan,Yuwei Wu,Zhi Gao,Mehrtash Harandi,Yunde Jia",
IJCV2025,,Boosting Domain Generalization in Remote Sensing Image Segmentation via Style Mapping and General Prototypical Contrast.,-1,,,,,,"Yupei Wang,Xiaoxing Hu,Yongkang Hu,Zhuoran Sun,Shanghang Zhang,Liang Chen",
IJCV2025,,Parameterized Low-Rank Regularizer for High-dimensional Visual Data.,-1,,,,,,"Shuang Xu,Zixiang Zhao,Xiangyong Cao,Jiangjun Peng,Xi-Le Zhao,Deyu Meng,Yulun Zhang,Radu Timofte,Luc Van Gool",
IJCV2025,,TraDiffusion: Trajectory-Based Training-Free Image Generation.,-1,,,,,,"Mingrui Wu,Oucheng Huang,Jiayi Ji,Jianzhuang Liu,Xiaoshuai Sun,Liujuan Cao,Rongrong Ji",
IJCV2025,,Enhance Image-to-Point-Cloud Registration with Beltrami Flow.,-1,,,,,,"Pei An,You Yang,Jiaqi Yang,Muyao Peng,Qiong Liu,Liangliang Nan",
IJCV2025,,Language-guided Recursive Spatiotemporal Graph Modeling for Video Summarization.,-1,,,,,,"Jungin Park,Jiyoung Lee,Kwanghoon Sohn",
IJCV2025,,SMLNet: A SPD Manifold Learning Network for Infrared and Visible Image Fusion.,-1,,,,,,"Huan Kang,Hui Li,Tianyang Xu,Xiaojun Wu,Rui Wang,Chunyang Cheng,Josef Kittler",
IJCV2025,,Correction: FovEx: Human-Inspired Explanations for Vision Transformers and Convolutional Neural Networks.,-1,,,,,,"Mahadev Prasad Panda,Matteo Tiezzi,Martina G. Vilas,Gemma Roig,Bjoern M. Eskofier,Dario Zanca",
